STUDENT_ID,CLASSIFICATION,PRIMARY_COLLEGE,SECONDARY_COLLEGE,HC_OR_COE,USAGE_OVER_LAST_90_DAYS
934663702,Freshman,College of Engineering,N/A,COE,4
934663707,Junior,College of Science,N/A,HC,3
934663733,Freshman,College of Liberal Arts,N/A,HC,1
934663735,Sophomore,College of Engineering,N/A,COE,6
934663739,Freshman,College of Science,N/A,HC,3
934663751,Junior,College of Engineering,N/A,COE,10
934663772,Sophomore,College of Engineering,N/A,COE,2
934663777,Sophomore,College of Science,N/A,HC,1
934663817,Junior,College of Agricultural Sciences,N/A,HC,17
934663818,Freshman,College of Engineering,N/A,COE,2
934663845,Freshman,College of Engineering,N/A,Both,11
934663846,Sophomore,College of Science,N/A,HC,4
934663882,Freshman,College of Engineering,N/A,Both,5
934663886,Sophomore,College of Engineering,N/A,COE,3
934663902,Freshman,College of Engineering,N/A,Both,14
934663935,Freshman,College of Engineering,N/A,COE,10
934663942,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,3
934663948,Freshman,College of Engineering,N/A,COE,12
934663957,Junior,College of Engineering,N/A,COE,10
934664008,Freshman,College of Engineering,N/A,Both,7
934664022,Sophomore,College of Engineering,N/A,COE,4
934664047,Freshman,College of Engineering,N/A,Both,1
934664054,Sophomore,College of Engineering,N/A,Both,4
934664074,Freshman,College of Engineering,N/A,COE,9
934664080,Junior,College of Engineering,N/A,COE,4
934664108,Sophomore,College of Engineering,N/A,Both,14
934664118,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,4
934664141,Freshman,College of Engineering,N/A,COE,15
934664155,Sophomore,College of Engineering,N/A,COE,44
934664203,Sophomore,College of Science,N/A,HC,0
934664204,Junior,College of Science,N/A,HC,4
934664209,Junior,College of Engineering,N/A,Both,18
934664221,Sophomore,College of Engineering,N/A,Both,12
934664245,Freshman,College of Engineering,N/A,Both,10
934664247,Freshman,College of Business,N/A,HC,1
934664277,Freshman,College of Science,N/A,HC,5
934664283,Sophomore,College of Engineering,N/A,COE,20
934664288,Junior,College of Engineering,N/A,Both,43
934664293,Freshman,College of Engineering,N/A,Both,1
934664295,Freshman,College of Engineering,N/A,COE,2
934664326,Freshman,College of Agricultural Sciences,N/A,HC,4
934664338,Sophomore,College of Engineering,N/A,COE,1
934664347,Junior,College of Science,N/A,HC,1
934664355,Freshman,College of Engineering,N/A,Both,10
934664363,Freshman,College of Engineering,N/A,COE,7
934664365,Sophomore,College of Engineering,N/A,Both,5
934664367,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,3
934664373,Sophomore,College of Science,N/A,HC,4
934664388,Junior,College of Engineering,N/A,COE,7
934664389,Freshman,College of Engineering,N/A,Both,15
934664395,Freshman,College of Engineering,N/A,COE,7
934664402,Freshman,College of Liberal Arts,N/A,HC,9
934664411,Freshman,College of Liberal Arts,N/A,HC,9
934664429,Freshman,College of Engineering,N/A,COE,2
934664440,Freshman,College of Science,N/A,HC,10
934664449,Freshman,College of Engineering,N/A,COE,3
934664452,Freshman,College of Engineering,N/A,COE,6
934664470,Freshman,College of Engineering,N/A,COE,1
934664474,Sophomore,College of Engineering,N/A,COE,11
934664517,Freshman,College of Engineering,N/A,COE,5
934664534,Freshman,College of Liberal Arts,N/A,HC,7
934664557,Freshman,College of Science,N/A,HC,1
934664600,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,2
934664601,Junior,College of Engineering,N/A,COE,9
934664631,Sophomore,College of Engineering,N/A,Both,7
934664683,Sophomore,College of Science,N/A,HC,4
934664710,Freshman,College of Engineering,N/A,Both,10
934664747,Freshman,College of Engineering,N/A,COE,5
934664748,Freshman,College of Engineering,N/A,COE,7
934664753,Sophomore,College of Science,N/A,HC,4
934664777,Freshman,College of Engineering,N/A,Both,4
934664789,Freshman,College of Engineering,N/A,COE,0
934664887,Junior,College of Engineering,N/A,COE,5
934664922,Sophomore,College of Science,N/A,HC,3
934664939,Sophomore,College of Engineering,N/A,Both,1
934664947,Freshman,College of Health,N/A,HC,11
934664949,Sophomore,College of Engineering,N/A,Both,4
934664954,Sophomore,College of Engineering,N/A,COE,3
934664958,Junior,College of Engineering,N/A,COE,1
934665002,Freshman,College of Engineering,N/A,COE,5
934665006,Freshman,College of Engineering,N/A,COE,3
934665019,Freshman,College of Engineering,N/A,COE,3
934665042,Sophomore,College of Education,N/A,HC,1
934665066,Freshman,College of Engineering,N/A,COE,2
934665078,Freshman,College of Engineering,N/A,Both,1
934665102,Freshman,College of Engineering,N/A,COE,2
934665106,Sophomore,College of Engineering,"College of Earth, Ocean, and Atmospheric Sciences",COE,3
934665108,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,4
934665205,Sophomore,College of Engineering,N/A,COE,17
934665212,Sophomore,College of Engineering,N/A,COE,7
934665244,Sophomore,College of Engineering,N/A,Both,4
934665265,Sophomore,College of Engineering,N/A,Both,12
934665294,Freshman,College of Engineering,N/A,COE,3
934665320,Sophomore,College of Engineering,N/A,COE,7
934665321,Freshman,College of Liberal Arts,N/A,HC,10
934665346,Sophomore,College of Engineering,N/A,COE,3
934665367,Sophomore,College of Engineering,N/A,COE,8
934665381,Sophomore,College of Engineering,N/A,COE,15
934665426,Freshman,College of Engineering,N/A,COE,4
934665427,Freshman,College of Engineering,N/A,COE,2
934665430,Freshman,College of Engineering,N/A,Both,21
934665452,Sophomore,College of Science,N/A,HC,6
934665455,Sophomore,College of Science,N/A,HC,8
934665458,Sophomore,College of Engineering,N/A,COE,3
934665540,Sophomore,College of Engineering,N/A,COE,9
934665546,Freshman,College of Science,N/A,HC,2
934665555,Freshman,Pre-Forestry Program,N/A,HC,20
934665556,Sophomore,College of Engineering,N/A,Both,19
934665563,Freshman,College of Engineering,N/A,COE,2
934665566,Sophomore,College of Engineering,N/A,Both,5
934665573,Sophomore,College of Engineering,N/A,Both,28
934665577,Freshman,College of Engineering,N/A,COE,10
934665587,Sophomore,College of Engineering,N/A,Both,8
934665615,Sophomore,College of Engineering,N/A,COE,5
934665617,Sophomore,College of Engineering,N/A,Both,11
934665644,Freshman,College of Engineering,N/A,COE,1
934665708,Freshman,College of Engineering,N/A,COE,9
934665717,Sophomore,College of Engineering,N/A,Both,10
934665721,Sophomore,College of Engineering,N/A,Both,11
934665725,Freshman,College of Engineering,N/A,COE,3
934665727,Freshman,College of Health,N/A,HC,8
934665744,Sophomore,College of Liberal Arts,N/A,HC,1
934665758,Freshman,College of Science,N/A,HC,9
934665770,Sophomore,Pre-Forestry Program,N/A,HC,4
934665781,Freshman,College of Engineering,N/A,COE,2
934665787,Sophomore,College of Engineering,N/A,COE,3
934665795,Sophomore,College of Engineering,N/A,COE,17
934665874,Freshman,College of Engineering,N/A,COE,3
934665885,Sophomore,College of Engineering,N/A,Both,4
934665887,Sophomore,College of Engineering,N/A,COE,2
934665931,Sophomore,College of Engineering,N/A,COE,5
934665945,Freshman,College of Science,N/A,HC,4
934665981,Sophomore,College of Engineering,N/A,COE,10
934665994,Freshman,College of Business,N/A,HC,2
934666024,Sophomore,College of Engineering,N/A,Both,2
934666038,Freshman,College of Engineering,N/A,COE,5
934666049,Freshman,College of Engineering,N/A,COE,2
934666064,Sophomore,College of Science,N/A,HC,9
934666072,Sophomore,College of Engineering,N/A,Both,4
934666109,Freshman,College of Engineering,N/A,COE,3
934666126,Freshman,College of Engineering,N/A,Both,10
934666137,Sophomore,College of Engineering,N/A,Both,6
934666157,Sophomore,College of Engineering,N/A,Both,12
934666168,Freshman,College of Engineering,N/A,COE,3
934666170,Freshman,College of Engineering,N/A,Both,3
934666180,Freshman,College of Engineering,N/A,COE,7
934666187,Sophomore,College of Engineering,N/A,Both,8
934666189,Freshman,College of Engineering,N/A,Both,10
934666240,Sophomore,College of Engineering,N/A,COE,5
934666250,Freshman,College of Engineering,N/A,COE,1
934666252,Freshman,College of Health,N/A,HC,2
934666266,Freshman,College of Science,N/A,HC,3
934666297,Sophomore,College of Engineering,N/A,COE,1
934666314,Sophomore,College of Engineering,N/A,COE,4
934666323,Freshman,College of Science,N/A,HC,11
934666353,Freshman,College of Engineering,N/A,COE,4
934666368,Freshman,College of Liberal Arts,N/A,HC,14
934666403,Sophomore,College of Engineering,N/A,COE,11
934666405,Freshman,College of Engineering,N/A,COE,13
934666474,Freshman,College of Engineering,N/A,COE,6
934666481,Sophomore,College of Engineering,N/A,COE,8
934666486,Freshman,College of Engineering,N/A,Both,4
934666492,Sophomore,University Exploratory Study,N/A,HC,28
934666525,Sophomore,College of Engineering,N/A,COE,2
934666526,Sophomore,College of Engineering,N/A,COE,4
934666578,Freshman,College of Engineering,N/A,Both,6
934666583,Freshman,College of Science,N/A,HC,4
934666600,Freshman,College of Liberal Arts,N/A,HC,4
934666614,Freshman,College of Engineering,N/A,COE,4
934666633,Freshman,College of Engineering,N/A,Both,22
934666698,Junior,College of Engineering,N/A,COE,5
934666711,Freshman,College of Engineering,N/A,COE,7
934666724,Freshman,College of Engineering,N/A,COE,2
934666754,Freshman,College of Science,N/A,HC,5
934666780,Sophomore,College of Science,N/A,HC,20
934666809,Freshman,College of Engineering,N/A,COE,5
934666819,Freshman,College of Engineering,N/A,Both,6
934666844,Sophomore,College of Engineering,N/A,COE,5
934666854,Sophomore,College of Engineering,N/A,Both,17
934666869,Freshman,College of Engineering,N/A,Both,3
934666870,Freshman,College of Agricultural Sciences,N/A,HC,12
934666876,Freshman,College of Liberal Arts,N/A,HC,2
934666879,Sophomore,College of Engineering,N/A,Both,12
934666889,Freshman,College of Engineering,N/A,COE,1
934666904,Sophomore,College of Engineering,College of Science,COE,47
934666921,Freshman,College of Engineering,N/A,COE,6
934666923,Freshman,College of Liberal Arts,N/A,HC,4
934666935,Freshman,College of Engineering,N/A,COE,1
934666940,Junior,College of Engineering,N/A,Both,8
934666945,Freshman,College of Business,College of Liberal Arts,HC,8
934666963,Freshman,College of Engineering,N/A,COE,4
934666971,Freshman,College of Engineering,N/A,Both,2
934666973,Sophomore,College of Engineering,N/A,COE,8
934666975,Freshman,College of Science,N/A,HC,2
934666999,Freshman,College of Science,N/A,HC,1
934667044,Freshman,College of Engineering,N/A,COE,1
934667135,Sophomore,College of Science,N/A,HC,7
934667140,Sophomore,College of Science,N/A,HC,3
934667141,Freshman,College of Engineering,N/A,COE,5
934667160,Sophomore,College of Engineering,N/A,Both,18
934667171,Sophomore,College of Engineering,N/A,COE,4
934667214,Freshman,College of Engineering,N/A,COE,4
934667245,Freshman,College of Engineering,N/A,COE,5
934667256,Freshman,College of Engineering,N/A,COE,6
934667261,Sophomore,College of Engineering,N/A,Both,3
934667264,Freshman,College of Engineering,N/A,Both,18
934667319,Freshman,College of Science,N/A,HC,9
934667322,Freshman,College of Engineering,N/A,Both,15
934667336,Freshman,College of Engineering,N/A,COE,11
934667355,Freshman,College of Engineering,N/A,COE,1
934667370,Sophomore,College of Health,N/A,HC,4
934667377,Freshman,College of Engineering,N/A,Both,1
934667383,Sophomore,College of Engineering,N/A,Both,4
934667439,Freshman,College of Engineering,N/A,COE,1
934667440,Freshman,College of Engineering,N/A,COE,1
934667453,Sophomore,College of Engineering,College of Liberal Arts,Both,12
934667484,Sophomore,College of Engineering,N/A,COE,1
934667485,Junior,College of Engineering,N/A,COE,10
934667486,Freshman,College of Engineering,N/A,Both,3
934667491,Freshman,College of Engineering,N/A,COE,2
934667498,Freshman,College of Engineering,N/A,Both,9
934667506,Junior,College of Science,N/A,HC,2
934667512,Freshman,College of Science,N/A,HC,1
934667520,Sophomore,College of Engineering,N/A,Both,11
934667564,Freshman,College of Engineering,N/A,COE,1
934667572,Freshman,College of Engineering,N/A,COE,20
934667584,Freshman,College of Engineering,N/A,COE,16
934667589,Freshman,College of Engineering,N/A,COE,3
934667643,Junior,College of Science,College of Liberal Arts,HC,22
934667645,Freshman,College of Engineering,N/A,COE,3
934667652,Freshman,College of Engineering,N/A,Both,8
934667664,Freshman,College of Engineering,N/A,Both,4
934667684,Sophomore,College of Engineering,N/A,Both,3
934667695,Freshman,College of Liberal Arts,N/A,HC,4
934667703,Freshman,College of Science,N/A,HC,9
934667779,Sophomore,College of Business,N/A,HC,4
934667788,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,1
934667812,Sophomore,College of Engineering,N/A,COE,6
934667817,Junior,College of Science,N/A,HC,6
934667852,Freshman,College of Engineering,N/A,Both,10
934667870,Sophomore,College of Engineering,N/A,Both,10
934667872,Sophomore,College of Engineering,N/A,Both,3
934667874,Sophomore,College of Science,N/A,HC,6
934667918,Freshman,College of Engineering,N/A,Both,7
934667924,Sophomore,College of Engineering,N/A,COE,12
934667953,Freshman,College of Engineering,N/A,Both,8
934667962,Sophomore,College of Science,N/A,HC,2
934667976,Sophomore,College of Engineering,N/A,Both,3
934667991,Sophomore,College of Engineering,N/A,COE,8
934667996,Junior,College of Engineering,N/A,Both,22
934668001,Freshman,College of Science,N/A,HC,3
934668004,Sophomore,College of Engineering,N/A,COE,6
934668008,Sophomore,College of Engineering,N/A,Both,7
934668017,Junior,College of Forestry,N/A,HC,3
934668058,Sophomore,College of Health,N/A,HC,2
934668081,Sophomore,College of Engineering,N/A,Both,6
934668082,Freshman,College of Engineering,N/A,Both,9
934668123,Sophomore,College of Engineering,N/A,COE,3
934668125,Junior,College of Engineering,N/A,COE,9
934668138,Freshman,College of Engineering,N/A,COE,4
934668139,Freshman,College of Engineering,N/A,Both,12
934668145,Sophomore,College of Science,N/A,HC,7
934668166,Freshman,College of Engineering,N/A,COE,2
934668186,Freshman,College of Engineering,N/A,COE,9
934668197,Sophomore,College of Science,N/A,HC,6
934668213,Sophomore,College of Engineering,N/A,Both,9
934668227,Freshman,College of Liberal Arts,N/A,HC,4
934668252,Sophomore,College of Engineering,N/A,COE,9
934668283,Freshman,College of Engineering,N/A,COE,3
934668302,Freshman,College of Engineering,N/A,Both,2
934668318,Freshman,College of Engineering,N/A,Both,26
934668345,Sophomore,College of Engineering,N/A,COE,3
934668386,Sophomore,College of Engineering,N/A,Both,3
934668397,Freshman,College of Engineering,N/A,Both,5
934668399,Freshman,College of Engineering,N/A,COE,2
934668431,Freshman,College of Engineering,N/A,COE,2
934668434,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,3
934668471,Freshman,College of Agricultural Sciences,N/A,HC,3
934668486,Freshman,College of Engineering,N/A,Both,5
934668494,Freshman,College of Engineering,N/A,Both,6
934668517,Freshman,College of Engineering,N/A,COE,2
934668525,Freshman,College of Engineering,N/A,COE,1
934668551,Freshman,College of Engineering,N/A,COE,2
934668555,Freshman,College of Science,N/A,HC,4
934668568,Freshman,College of Engineering,N/A,Both,8
934668599,Freshman,College of Engineering,N/A,COE,6
934668621,Freshman,College of Business,N/A,HC,3
934668636,Sophomore,College of Business,N/A,HC,3
934668649,Sophomore,College of Science,N/A,HC,2
934668650,Sophomore,College of Engineering,N/A,Both,4
934668675,Sophomore,College of Engineering,N/A,COE,9
934668698,Sophomore,College of Engineering,N/A,COE,10
934668711,Junior,College of Engineering,N/A,Both,3
934668733,Junior,College of Engineering,N/A,Both,25
934668759,Sophomore,College of Engineering,N/A,COE,6
934668761,Freshman,College of Engineering,N/A,COE,11
934668769,Freshman,College of Engineering,N/A,COE,20
934668803,Sophomore,College of Business,N/A,HC,11
934668830,Sophomore,College of Engineering,N/A,Both,3
934668867,Sophomore,College of Engineering,N/A,Both,4
934668874,Freshman,College of Science,N/A,HC,4
934668884,Sophomore,College of Science,N/A,HC,6
934668899,Sophomore,College of Engineering,N/A,COE,5
934668906,Sophomore,College of Science,College of Veterinary Medicine,HC,5
934668927,Sophomore,College of Engineering,N/A,COE,5
934668938,Sophomore,College of Engineering,N/A,COE,3
934668977,Sophomore,University Exploratory Study,N/A,HC,14
934668979,Freshman,College of Engineering,N/A,COE,5
934668980,Freshman,College of Engineering,N/A,COE,4
934669001,Freshman,College of Science,N/A,HC,4
934669002,Freshman,College of Health,N/A,HC,6
934669008,Sophomore,College of Engineering,N/A,Both,5
934669026,Freshman,College of Engineering,N/A,Both,21
934669043,Sophomore,College of Engineering,N/A,Both,1
934669044,Sophomore,College of Engineering,N/A,COE,1
934669052,Sophomore,College of Engineering,N/A,Both,21
934669085,Sophomore,College of Engineering,N/A,COE,1
934669097,Sophomore,College of Engineering,N/A,Both,4
934669118,Sophomore,College of Engineering,N/A,COE,12
934669142,Sophomore,College of Engineering,N/A,Both,11
934669147,Freshman,College of Science,N/A,HC,3
934669163,Junior,College of Engineering,N/A,Both,4
934669169,Sophomore,College of Engineering,N/A,COE,3
934669196,Freshman,College of Science,N/A,HC,2
934669225,Junior,College of Science,N/A,HC,4
934669228,Freshman,College of Engineering,N/A,COE,3
934669249,Freshman,College of Science,N/A,HC,8
934669306,Sophomore,College of Engineering,N/A,COE,10
934669389,Sophomore,College of Science,N/A,HC,6
934669390,Freshman,College of Engineering,N/A,COE,11
934669392,Sophomore,College of Engineering,N/A,Both,3
934669398,Freshman,College of Education,N/A,HC,4
934669404,Sophomore,College of Engineering,N/A,COE,9
934669433,Freshman,College of Science,N/A,HC,3
934669439,Freshman,College of Engineering,N/A,COE,4
934669460,Freshman,College of Engineering,N/A,COE,1
934669511,Freshman,College of Engineering,N/A,COE,13
934669546,Sophomore,University Exploratory Study,N/A,HC,2
934669551,Sophomore,College of Science,N/A,HC,7
934669588,Sophomore,College of Engineering,N/A,COE,2
934669595,Sophomore,College of Science,N/A,HC,14
934669651,Freshman,College of Engineering,N/A,COE,9
934669654,Junior,College of Science,N/A,HC,2
934669672,Freshman,College of Engineering,N/A,COE,7
934669697,Freshman,College of Engineering,N/A,COE,16
934669742,Freshman,College of Engineering,N/A,COE,3
934669760,Sophomore,College of Engineering,N/A,Both,3
934669782,Sophomore,College of Engineering,N/A,COE,7
934669783,Freshman,College of Engineering,N/A,COE,5
934669788,Sophomore,College of Engineering,N/A,COE,5
934669798,Sophomore,College of Engineering,N/A,Both,2
934669810,Sophomore,College of Science,N/A,HC,8
934669812,Freshman,College of Engineering,N/A,COE,1
934669825,Sophomore,College of Engineering,N/A,Both,2
934669828,Freshman,College of Engineering,N/A,COE,16
934669829,Sophomore,College of Engineering,N/A,Both,2
934669845,Junior,College of Engineering,N/A,COE,6
934669863,Freshman,College of Engineering,N/A,Both,6
934669865,Freshman,College of Science,N/A,HC,4
934669878,Sophomore,College of Engineering,N/A,COE,4
934669895,Sophomore,College of Science,N/A,HC,55
934669897,Freshman,College of Engineering,N/A,COE,3
934669921,Sophomore,College of Engineering,N/A,Both,15
934669953,Freshman,College of Engineering,N/A,Both,14
934669970,Freshman,College of Health,N/A,HC,3
934670014,Freshman,College of Engineering,N/A,COE,1
934670016,Sophomore,College of Engineering,N/A,COE,7
934670077,Freshman,College of Engineering,N/A,COE,4
934670085,Freshman,College of Health,College of Business,HC,6
934670092,Sophomore,College of Science,N/A,HC,1
934670094,Sophomore,College of Engineering,N/A,Both,3
934670096,Freshman,College of Engineering,N/A,COE,7
934670098,Freshman,College of Engineering,N/A,COE,1
934670104,Freshman,College of Agricultural Sciences,N/A,HC,1
934670107,Freshman,College of Engineering,N/A,COE,4
934670110,Freshman,College of Engineering,N/A,COE,7
934670139,Freshman,College of Engineering,N/A,Both,5
934670146,Sophomore,College of Engineering,N/A,Both,11
934670151,Junior,College of Engineering,N/A,Both,6
934670164,Freshman,College of Engineering,N/A,COE,8
934670186,Sophomore,College of Engineering,N/A,Both,15
934670195,Sophomore,College of Engineering,N/A,Both,10
934670197,Freshman,College of Engineering,N/A,COE,17
934670222,Junior,College of Engineering,N/A,COE,20
934670238,Sophomore,College of Engineering,N/A,Both,13
934670246,Freshman,College of Business,N/A,HC,1
934670249,Sophomore,College of Engineering,N/A,Both,9
934670254,Freshman,College of Science,N/A,HC,8
934670271,Sophomore,College of Science,N/A,HC,20
934670278,Freshman,College of Engineering,N/A,COE,10
934670293,Sophomore,College of Science,N/A,HC,4
934670307,Sophomore,College of Agricultural Sciences,N/A,HC,6
934670310,Sophomore,Pre-Forestry Program,N/A,HC,5
934670326,Freshman,College of Engineering,N/A,COE,3
934670330,Freshman,College of Engineering,N/A,COE,12
934670337,Sophomore,College of Engineering,N/A,COE,1
934670346,Freshman,College of Engineering,N/A,COE,2
934670367,Sophomore,College of Engineering,N/A,Both,10
934670439,Sophomore,College of Engineering,N/A,COE,3
934670458,Freshman,College of Engineering,N/A,COE,3
934670469,Freshman,College of Engineering,N/A,COE,7
934670471,Freshman,College of Engineering,N/A,COE,11
934670475,Freshman,College of Engineering,N/A,Both,13
934670479,Sophomore,College of Engineering,N/A,Both,11
934670481,Freshman,College of Engineering,N/A,Both,4
934670492,Freshman,College of Engineering,N/A,COE,7
934670542,Sophomore,College of Engineering,College of Liberal Arts,Both,4
934670587,Junior,College of Engineering,N/A,COE,12
934670593,Freshman,College of Engineering,N/A,COE,10
934670617,Junior,College of Engineering,N/A,COE,5
934670629,Sophomore,College of Engineering,N/A,Both,4
934670637,Freshman,College of Health,N/A,HC,5
934670642,Sophomore,College of Engineering,N/A,COE,6
934670673,Freshman,College of Agricultural Sciences,N/A,HC,13
934670692,Junior,College of Engineering,N/A,Both,8
934670729,Sophomore,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,1
934670732,Sophomore,College of Engineering,N/A,COE,10
934670733,Freshman,College of Liberal Arts,N/A,HC,3
934670745,Freshman,College of Engineering,N/A,COE,11
934670756,Sophomore,College of Engineering,N/A,COE,7
934670764,Sophomore,College of Engineering,N/A,Both,9
934670781,Sophomore,College of Science,N/A,HC,1
934670784,Freshman,College of Engineering,N/A,COE,3
934670805,Sophomore,College of Engineering,N/A,COE,3
934670828,Sophomore,College of Engineering,N/A,COE,1
934670831,Freshman,College of Agricultural Sciences,N/A,HC,5
934670834,Junior,College of Engineering,N/A,Both,7
934670847,Freshman,College of Engineering,N/A,COE,1
934670851,Junior,College of Engineering,N/A,COE,8
934670853,Sophomore,College of Engineering,N/A,Both,8
934670861,Freshman,College of Engineering,N/A,COE,9
934670863,Sophomore,College of Health,N/A,HC,3
934670870,Freshman,College of Science,N/A,HC,2
934670871,Freshman,College of Engineering,N/A,COE,1
934670874,Sophomore,College of Engineering,N/A,COE,6
934670918,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,3
934670993,Sophomore,College of Engineering,N/A,COE,21
934671018,Freshman,College of Engineering,N/A,COE,4
934671039,Freshman,College of Engineering,N/A,Both,10
934671096,Freshman,College of Engineering,N/A,COE,26
934671114,Sophomore,College of Engineering,N/A,COE,5
934671126,Freshman,College of Engineering,N/A,COE,9
934671141,Sophomore,College of Engineering,"College of Earth, Ocean, and Atmospheric Sciences",COE,13
934671147,Sophomore,College of Engineering,N/A,COE,7
934671154,Freshman,College of Engineering,N/A,Both,6
934671313,Freshman,College of Engineering,N/A,COE,12
934671356,Sophomore,College of Engineering,N/A,Both,17
934671359,Freshman,College of Science,N/A,HC,11
934671360,Freshman,College of Engineering,N/A,COE,6
934671376,Freshman,College of Engineering,N/A,COE,7
934671404,Freshman,College of Health,N/A,HC,0
934671406,Freshman,College of Science,N/A,HC,2
934671409,Freshman,College of Agricultural Sciences,N/A,HC,1
934671412,Freshman,College of Science,N/A,HC,2
934671421,Junior,College of Engineering,N/A,COE,3
934671435,Freshman,College of Science,N/A,HC,8
934671456,Freshman,College of Engineering,N/A,COE,16
934671493,Freshman,College of Engineering,N/A,COE,16
934671503,Sophomore,College of Science,N/A,HC,14
934671517,Sophomore,College of Engineering,N/A,Both,8
934671522,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,4
934671554,Freshman,College of Engineering,N/A,COE,22
934671606,Freshman,College of Engineering,N/A,COE,3
934671618,Sophomore,College of Engineering,N/A,Both,7
934671621,Junior,College of Engineering,N/A,COE,7
934671625,Sophomore,College of Engineering,N/A,COE,14
934671632,Freshman,College of Engineering,N/A,COE,5
934671633,Sophomore,College of Science,N/A,HC,2
934671648,Sophomore,College of Engineering,N/A,COE,9
934671653,Sophomore,College of Science,N/A,HC,3
934671663,Sophomore,College of Engineering,N/A,COE,3
934671720,Sophomore,College of Engineering,N/A,COE,1
934671781,Freshman,College of Engineering,N/A,COE,3
934671955,Freshman,College of Engineering,N/A,COE,2
934671956,Sophomore,College of Engineering,N/A,COE,13
934671958,Freshman,College of Engineering,N/A,COE,5
934672020,Sophomore,College of Engineering,N/A,Both,2
934672076,Graduate,College of Engineering,N/A,COE,17
934672171,Freshman,"College of Earth, Ocean, and Atmospheric Sciences",N/A,HC,1
934672190,Sophomore,College of Engineering,N/A,COE,3
934672317,Sophomore,College of Engineering,N/A,COE,2
934672324,Sophomore,College of Liberal Arts,N/A,HC,6
934672333,Freshman,College of Science,College of Liberal Arts,HC,1
934672369,Freshman,College of Engineering,N/A,COE,12
934672402,Freshman,College of Engineering,N/A,COE,16
934672494,Junior,College of Engineering,N/A,COE,13
934672602,Freshman,College of Engineering,N/A,COE,4
934672624,Freshman,College of Engineering,N/A,COE,3
934672630,Freshman,College of Engineering,N/A,COE,12
934672697,Freshman,College of Education,N/A,HC,10
934672698,Sophomore,College of Agricultural Sciences,College of Science,HC,3
934672703,Junior,College of Engineering,N/A,COE,5
934672704,Senior,College of Engineering,N/A,COE,21
934672720,Sophomore,College of Engineering,N/A,COE,1
934672736,Senior,College of Engineering,N/A,COE,1
934672770,Freshman,College of Engineering,N/A,COE,2
934672772,Sophomore,College of Engineering,N/A,COE,3
934672843,Sophomore,College of Engineering,N/A,Both,2
934672852,Freshman,College of Engineering,N/A,COE,3
934672875,Freshman,College of Engineering,N/A,COE,13
934672970,Freshman,College of Agricultural Sciences,N/A,HC,6
934672989,Graduate,College of Engineering,N/A,COE,2
934673106,Freshman,College of Engineering,N/A,COE,10
934673400,Freshman,College of Engineering,N/A,COE,3
934673410,Freshman,College of Engineering,N/A,COE,0
934673443,Freshman,College of Engineering,N/A,COE,10
934673590,Graduate,College of Engineering,N/A,COE,1
934673858,Freshman,College of Engineering,N/A,COE,5
934673877,Freshman,College of Business,N/A,HC,15
934674077,Freshman,College of Engineering,N/A,COE,7
934674104,Sophomore,College of Liberal Arts,N/A,HC,3
934674254,Freshman,College of Engineering,N/A,COE,10
934674423,Sophomore,College of Engineering,N/A,COE,2
934674435,Freshman,College of Engineering,N/A,COE,14
934674493,Freshman,College of Engineering,N/A,COE,7
934674498,Junior,College of Engineering,N/A,COE,1
934674661,Sophomore,College of Liberal Arts,N/A,HC,4
934674882,Junior,College of Engineering,N/A,COE,15
934675029,Freshman,College of Engineering,N/A,COE,9
934675041,Freshman,College of Engineering,N/A,COE,3
934675123,Junior,College of Liberal Arts,N/A,HC,0
934675254,Sophomore,College of Engineering,N/A,COE,6
934675258,Freshman,College of Engineering,N/A,COE,6
934675279,Sophomore,College of Engineering,N/A,COE,3
934675358,Freshman,College of Engineering,N/A,COE,10
934675362,Sophomore,College of Engineering,N/A,Both,9
934675364,Sophomore,College of Engineering,N/A,COE,4
934675392,Freshman,College of Engineering,N/A,COE,3
934675468,Freshman,College of Engineering,N/A,COE,14
934675501,Freshman,College of Engineering,N/A,COE,11
934675521,Graduate,College of Engineering,N/A,COE,1
934675526,Freshman,College of Engineering,N/A,COE,5
934675632,Freshman,College of Engineering,N/A,COE,2
934675642,Sophomore,College of Engineering,N/A,COE,9
934675658,Freshman,College of Health,N/A,HC,4
934675790,Freshman,College of Engineering,N/A,COE,1
934675899,Junior,College of Engineering,N/A,COE,3
934675911,Freshman,College of Liberal Arts,N/A,HC,7
934675983,Freshman,College of Business,N/A,HC,7
934676195,Freshman,College of Engineering,N/A,COE,11
934676266,Sophomore,College of Engineering,N/A,COE,4
934676269,Freshman,College of Engineering,N/A,COE,6
